countyname,statename,fips_1,sociod_eqi_2jan2018_vc,air_eqi_2jan2018_vc,land_eqi_2jan2018_vc,water_eqi_2jan2018_vc,eqi_2jan2018_vc,pctnonwhite10,gdp2017b,metro,fac_penalty_count,CIDDist,FinalEC,estab,EPAregion,cases_2011,cases_2012,cases_2013,cases_2014,cases_2015,cases_2016,cases_2017,cases_2018,cases_2019,cases_2020,proportionObama
Dinwiddie County,Virginia,51053,.078411177,.0092762262,.032833584,.39362517,-1.1846446,37.084389,,1,5,188.684951765641,0,15,3,0,0,0,0,0,0,0,0,0,0,0
Essex County,Virginia,51057,.24726486,-1.1338255,-.32671309,1.4033229,-.45055285,44.049862,.35871199,0,0,82.02843536852001,0,12,3,0,0,0,0,0,0,0,0,0,0,0
Fairfax County,Virginia,51059,3.9552836,-.42637566,1.3401579,-.13526796,-.79748631,45.400036,,1,31,8.721244471879736,1,349,3,0,0,0,0,0,0,0,0,0,1,0
Fauquier County,Virginia,51061,1.9715158,-1.5371884,.018472135,.38302138,-1.4850485,18.086592,2.737582,1,8,53.99242645731182,0,58,3,0,0,0,0,0,0,0,0,0,0,0
Floyd County,Virginia,51063,-.086963803,-.65712315,-.12061227,.45531219,-1.2828093,5.8511682,.362248,1,0,177.7923558905744,0,24,3,0,0,0,0,0,0,0,0,0,0,0
Fluvanna County,Virginia,51065,1.0050403,-.29781589,-.21015459,1.3915864,-1.2256848,20.913939,.91531998,1,2,142.253968627658,0,15,3,0,0,0,0,0,0,0,0,0,0,0
Franklin County,Virginia,51067,-.011070286,-.38434422,-.18283199,-1.0151035,-1.1682597,12.619527,1.502715,1,3,191.0467296151864,0,49,3,0,0,0,0,0,0,0,0,0,0,0
Frederick County,Virginia,51069,1.0723323,-.54009217,-.81298906,.35854253,-1.5146402,13.683672,,1,9,94.95433536373564,0,81,3,0,0,0,0,0,0,0,0,0,0,0
Giles County,Virginia,51071,-.25113443,-1.0630223,.27842674,-.71415335,-.73995465,4.0842299,.50356799,1,3,124.8250349648903,0,13,3,0,0,0,0,0,0,0,0,0,0,0
Gloucester County,Virginia,51073,.64422393,-.45724458,-.046426043,1.395897,-.47240058,14.308969,.86374998,1,2,148.1411199390122,0,18,3,0,0,0,0,0,0,0,0,0,0,0
Goochland County,Virginia,51075,2.0717142,-.82630855,-.1431233,-.11165673,-1.2423071,23.640465,2.5816829,1,0,140.9948351326379,0,19,3,0,0,0,0,0,0,0,0,0,0,0
Grayson County,Virginia,51077,-.64206678,-.66732687,.051882409,1.3952897,-.56767088,5.8327432,.268839,0,1,157.9133834215676,0,13,3,0,0,0,0,0,0,0,0,0,0,0
Greene County,Virginia,51079,.62849134,.054882117,.092605501,1.3840449,-.68932056,14.225942,.441028,1,1,128.93561068088,0,11,3,0,0,0,0,0,0,0,0,0,0,0
Greensville County,Virginia,51081,-.55092442,-.080984652,-.020271467,1.4055146,-.90742755,62.198807,,0,5,229.9388888389433,0,6,3,0,0,0,0,0,0,0,0,0,0,0
Halifax County,Virginia,51083,-.62372327,-.44978586,.15178014,-.43472087,-.46374989,39.836098,1.323069,0,1,212.7597981553965,0,32,3,0,0,0,0,0,0,0,0,0,0,0
Hanover County,Virginia,51085,2.0196533,-.53108835,-.41824728,-1.0249767,-1.233045,14.491853,5.6972151,1,4,113.9320597229865,0,130,3,0,0,0,0,0,0,0,0,0,0,0
Henrico County,Virginia,51087,2.1622829,-1.3519249,.35105595,-.28597865,-1.2376765,43.050159,28.589182,1,7,139.4311829444481,0,172,3,0,0,0,0,0,0,0,0,0,0,0
Henry County,Virginia,51089,-.4800832,-1.7084317,.29219624,1.3942581,-1.115953,28.464848,,0,4,171.0231858442423,0,55,3,0,0,0,0,0,0,0,0,0,0,0
Highland County,Virginia,51091,-.37042853,-.78129894,.55616266,1.390294,.21025026,1.5941404,.071586996,0,0,159.1439446527242,0,3,3,0,0,0,0,0,0,0,0,0,0,0
Isle of Wight County,Virginia,51093,1.1871089,.36772054,-.59428549,1.4006684,-.36212909,29.206123,1.566681,1,1,198.6711149064288,0,17,3,0,0,0,0,0,0,0,0,0,0,0
James City County,Virginia,51095,2.3153079,-.79662776,.5475055,.42043149,-1.0217378,22.325359,,1,3,162.4117330566294,0,38,3,0,0,0,0,0,0,0,0,0,0,0
King and Queen County,Virginia,51097,-.25753173,-.9560805,-.0023743899,1.4027292,-1.7510978,34.528439,.13956299,0,0,103.4260487697551,0,5,3,0,0,0,0,0,0,0,0,0,0,0
King George County,Virginia,51099,1.6265641,-.40950087,-.31515914,-.077050574,-1.3497192,25.360415,1.868168,0,7,55.13639874349538,0,7,3,0,0,0,0,0,0,0,0,0,0,0
King William County,Virginia,51101,.37283841,-.60957873,-.3192127,1.4036887,-.67242265,24.022591,.51092899,1,1,111.5468737027971,0,12,3,0,0,0,0,0,0,0,0,0,0,0
Lancaster County,Virginia,51103,.83395004,-1.2938048,-.039067555,-.10222371,-.23664106,30.42753,.43287301,0,0,124.9411053485163,0,9,3,0,0,0,0,0,0,0,0,0,0,0
Lee County,Virginia,51105,-.92493808,-.28359985,.61365771,-.2809442,-1.0936843,6.6205492,.38853401,0,1,196.4996075998801,0,9,3,0,0,0,0,0,0,0,0,0,0,0
Loudoun County,Virginia,51107,4.0092769,-.087695338,-.038351968,1.388283,-.99913919,37.61187,26.813789,1,16,31.59507045269241,0,194,3,0,0,0,0,0,0,0,0,0,0,0
Louisa County,Virginia,51109,.41456246,-1.3597845,.23314314,.19634819,-1.7972022,22.896872,2.212625,0,4,112.425340512843,0,31,3,0,0,0,0,0,0,0,0,0,0,0
Lunenburg County,Virginia,51111,-.65953088,-.21639706,.41308847,-.094314478,-.7339592,40.142479,.23485,0,1,224.7693039202888,0,5,3,0,0,0,0,0,0,0,0,0,0,0
Madison County,Virginia,51113,.41463172,.031826045,-.60684013,1.3891082,-.67981035,14.382326,.346389,0,0,106.9632955803351,0,15,3,0,0,0,0,0,0,0,0,0,0,0
Mathews County,Virginia,51115,-.043653749,.016902303,.25050238,.41322801,-.19338672,12.73112,.176379,1,0,162.144746139158,0,3,3,0,0,0,0,0,0,0,0,0,0,0
Mecklenburg County,Virginia,51117,-.36321911,-.35830274,-.12065297,.39100692,-.089197576,41.28701,.98902297,0,4,244.3461726009102,0,29,3,0,0,0,0,0,0,0,0,0,0,0
Middlesex County,Virginia,51119,.25797012,-.13199386,-.30803844,1.4053152,.061063278,21.489187,.38285401,0,0,129.3056338827535,0,11,3,0,0,0,0,0,0,0,0,0,0,0
Montgomery County,Virginia,51121,1.6834629,-.31422958,-.37199906,1.3916602,-.22072403,14.091237,,1,11,154.419179595212,1,51,3,0,0,1,0,0,0,0,0,0,0,1
Nelson County,Virginia,51125,.46670452,-.86192507,-.013620336,.3879118,-.49862522,18.22237,.491384,1,1,182.788768653044,0,27,3,0,0,0,0,0,0,0,0,0,0,0
New Kent County,Virginia,51127,1.0392617,-.17759807,.013158103,.3832581,-1.2325641,19.670086,.49891701,1,0,142.0870540491563,0,13,3,0,0,0,0,0,0,0,0,0,0,0
Northampton County,Virginia,51131,.075282231,-1.0223272,-.7424711,.39735228,.38013303,45.475826,.46395099,0,2,177.9841716874803,0,7,3,0,0,0,0,0,0,0,0,0,0,0
Northumberland County,Virginia,51133,.23581722,.062650509,-.72371143,-.32682019,.030182602,29.943228,.394932,0,3,104.8952290674358,0,15,3,0,0,0,0,0,0,0,0,0,0,0
Nottoway County,Virginia,51135,-.40501037,-.024806513,.21388322,1.3901975,.095669135,44.496311,.50678903,0,2,201.7087349393145,0,12,3,0,0,0,0,0,0,0,0,0,0,0
Orange County,Virginia,51137,.83278143,-.15331538,-.26777363,-.65512443,-1.1064271,19.258684,1.1404279,0,2,83.17457893273148,0,19,3,0,0,0,0,0,0,0,0,0,0,0
Page County,Virginia,51139,-.28401044,-.037912834,-.7123276,.35278296,-.60194159,4.8706431,.58592999,0,2,108.9466191447202,0,17,3,0,0,0,0,0,0,0,0,0,0,0
Patrick County,Virginia,51141,-.88936579,-.35753044,-.0091515379,1.4005214,-.20891938,9.7890749,.41350201,0,0,159.0327760183717,0,30,3,0,0,0,0,0,0,0,0,0,0,0
Pittsylvania County,Virginia,51143,-.32294396,-.27508837,-.32124794,-.11888807,-1.1838691,25.597582,,0,3,185.4466486468911,0,43,3,0,0,0,0,0,0,0,0,0,0,0
Powhatan County,Virginia,51145,1.2159929,-.60980392,.98830664,1.3963166,-1.0741606,17.168224,.77817899,1,2,154.9230468538824,0,19,3,0,0,0,0,0,0,0,0,0,0,0
Prince Edward County,Virginia,51147,.23521793,-.64617991,.33251742,1.3884586,-.24206676,37.76104,.71609098,0,0,200.3437989166028,0,15,3,0,0,0,0,0,0,0,0,0,0,0
Prince George County,Virginia,51149,.54440582,-.26981255,.10871895,1.4076504,-1.0382748,41.715885,,1,1,177.709390491343,0,20,3,0,0,0,0,0,0,0,0,0,0,0
Prince William County,Virginia,51153,2.603132,-1.3616841,.21001841,-.098423027,-2.0758412,51.329594,,1,15,30.51725253608614,0,112,3,0,0,0,0,0,0,0,0,0,0,0
Pulaski County,Virginia,51155,-.089024529,-1.2686791,.062114298,-.14365359,-1.07262,8.3161268,1.180601,1,7,151.4665720019601,0,36,3,0,0,0,0,0,0,0,0,0,0,0
Rappahannock County,Virginia,51157,2.1076844,-.6497761,.098558784,1.3929998,-.56420797,9.7653599,.31110299,1,0,80.95680355271355,0,13,3,0,0,0,0,0,0,0,0,0,0,0
Richmond County,Virginia,51159,-.44285649,-.073488496,-.3407957,-.04370828,-.26655304,37.810677,.26034001,0,0,87.09860181160897,0,8,3,0,0,0,0,0,0,0,0,0,0,0
Roanoke County,Virginia,51161,1.4251854,-.31436181,.76122218,-.1205586,-.49500075,11.355763,,1,6,166.0756122821339,0,57,3,0,0,0,0,0,0,0,0,0,0,0
Rockbridge County,Virginia,51163,.51174366,-.86301261,-.08227706,-.091822714,-1.0346075,6.2401934,,0,1,181.9442180975956,0,20,3,0,0,0,0,0,0,0,0,0,0,0
Rockingham County,Virginia,51165,.552683,-.16808663,-.89848822,1.3839206,-1.0839436,8.7454472,,1,9,136.1388871138464,0,85,3,0,0,0,0,0,0,0,0,0,0,0
Russell County,Virginia,51167,-.61901659,-.55108923,.45170119,-.25280076,-1.0975227,2.6127279,.63656902,0,0,138.2408103794777,0,15,3,0,0,0,0,0,0,0,0,0,0,0
Scott County,Virginia,51169,-.79393584,-.40765986,.28329864,.38500643,-.73240268,2.5542562,.393971,1,0,177.9967182684091,0,9,3,0,0,0,0,0,0,0,0,0,0,0
Shenandoah County,Virginia,51171,.34893584,-.42157277,-1.0303648,-.081569754,-.7332719,9.780201,1.5635509,0,8,109.2736545181591,0,40,3,0,0,0,0,0,0,0,0,0,0,0
Smyth County,Virginia,51173,-.39568961,-.5060764,.051997609,1.398924,-.24691148,4.8621459,1.003317,0,2,151.105458370493,0,33,3,0,0,0,0,0,0,0,0,0,0,0
Southampton County,Virginia,51175,-.30460504,-.10823414,-.86376345,-.005655197,-1.2240986,40.021538,,0,5,213.1083858812514,0,13,3,0,0,0,0,0,0,0,0,0,0,0
Spotsylvania County,Virginia,51177,1.6217362,-.6023255,.29614621,1.3911357,-1.2064228,28.039902,,1,6,76.78841591737134,0,58,3,0,0,0,0,0,0,0,0,0,0,0
Stafford County,Virginia,51179,2.1993341,-.62382722,.21986192,-.10858157,-1.7917281,32.201206,5.4273338,1,0,49.31701399032929,0,40,3,0,0,0,0,0,0,0,0,0,0,0
Surry County,Virginia,51181,-.36949107,-.79031211,-.15198573,1.4014491,-.66607642,49.234913,1.207768,0,0,185.2722935160725,0,4,3,0,0,0,0,0,0,0,0,0,0,0
Sussex County,Virginia,51183,-.7364707,-.71780849,-.035765711,1.4048276,-.54808867,61.421364,.32865599,1,0,199.8490901614941,0,9,3,0,0,0,0,0,0,0,0,0,0,0
Tazewell County,Virginia,51185,-.21532072,-.77811247,.28581241,1.3924427,-.28507876,5.2930474,1.191744,0,2,117.1630104412763,0,43,3,0,0,0,0,0,0,0,0,0,0,0
Warren County,Virginia,51187,.90309674,.0087152757,-.031801336,-.10030682,-.42359039,11.257485,1.7586859,1,2,84.23421722778419,0,28,3,0,0,0,0,0,0,0,0,0,0,0
Washington County,Virginia,51191,.37874871,-.7623964,.067370698,1.3959799,-.45923498,3.7867193,,1,2,161.2352633959222,0,61,3,0,0,0,0,0,0,0,0,0,0,0
Westmoreland County,Virginia,51193,-.011856753,-.57517397,-.4821344,1.405194,-.46125939,36.478745,.450849,0,0,69.11760324832194,0,11,3,0,0,0,0,0,0,0,0,0,0,0
Wise County,Virginia,51195,-.47823688,-.48453343,1.1902534,1.3904492,.079959579,7.601563,,0,1,151.925933273043,0,11,3,0,0,0,0,0,0,0,0,0,0,0
Wythe County,Virginia,51197,-.46707997,-.25753877,.36457941,.35559607,-.077466004,5.4250045,1.716648,0,1,151.6158452205617,0,34,3,0,0,0,0,0,0,0,0,0,0,0
York County,Virginia,51199,2.1891401,-.40861821,1.0977795,1.4049582,-.29882506,25.959307,,1,3,172.3675149103023,0,25,3,0,0,0,0,0,0,0,0,0,0,0
Alexandria city,Virginia,51510,3.9509895,-1.2142315,3.7963104,1.4018168,.39303333,46.50272,15.081071,1,4,5.954098558952097,1,59,3,0,0,0,0,0,0,0,0,1,0,0
Bristol city,Virginia,51520,-.17228664,-1.4251337,3.5604846,1.4007075,1.0035344,9.7336693,,1,0,193.2773238314107,0,17,3,0,0,0,0,0,0,0,0,0,0,0
Buena Vista city,Virginia,51530,-.5749591,-1.0348207,3.4901395,1.4004973,.71632582,10.045113,,0,1,208.7222357760046,0,11,3,0,0,0,0,0,0,0,0,0,0,0
Charlottesville city,Virginia,51540,2.4168773,-.53709131,3.6574845,1.3945621,1.9019098,33.692924,,1,1,154.1778277517473,0,54,3,0,0,0,0,0,0,0,0,0,0,0
Chesapeake city,Virginia,51550,1.7500658,-1.1138585,-.045875587,1.4167198,-1.0205246,39.583458,10.081767,1,14,233.2082399543118,0,123,3,0,0,0,0,0,0,0,0,0,0,0
Colonial Heights city,Virginia,51570,.43996859,.38043332,3.6468852,1.407573,1.994144,19.476192,,1,0,181.0496573952529,0,4,3,0,0,0,0,0,0,0,0,0,0,0
Covington city,Virginia,51580,-.66226298,-1.872557,3.5463557,1.3909329,.78224003,16.876364,,0,0,156.0369103250411,0,5,3,0,0,0,0,0,0,0,0,0,0,0
Danville city,Virginia,51590,-.27021635,-.49386179,3.538228,1.3996241,1.5004039,53.299267,,0,2,198.0689610113898,0,41,3,0,0,0,0,0,0,0,0,0,0,0
Emporia city,Virginia,51595,-.56553954,-.90196902,3.6191881,1.408841,1.8148837,68.820648,,0,,247.0488233665813,0,7,3,0,0,0,0,0,0,0,0,0,0,0
Fairfax city,Virginia,51600,3.2020462,-.95718801,3.6844351,1.4012053,1.5736609,38.62619,,1,1,20.79864836180856,0,18,3,0,0,0,0,0,0,0,0,0,0,0
Falls Church city,Virginia,51610,4.0703321,-1.6239069,3.8019891,1.4102826,1.3108215,26.265001,,1,0,10.45610338023292,0,16,3,0,0,0,0,0,0,0,0,0,0,0
Franklin city,Virginia,51620,.055059556,-1.6417556,3.8467422,1.4116864,.87422937,61.162903,,0,0,244.8383197144438,0,5,3,0,0,0,0,0,0,0,0,0,0,0
Fredericksburg city,Virginia,51630,1.6103221,-.93959892,3.6261799,1.4122449,1.551989,39.224243,,1,3,74.55397370796777,0,26,3,0,0,0,0,0,0,0,0,0,0,0
Galax city,Virginia,51640,-.74503255,-1.079458,3.5267437,1.4063691,1.8215716,21.882988,,0,0,165.5152376697476,0,16,3,0,0,0,0,0,0,0,0,0,0,0
Hampton city,Virginia,51650,.97388875,-.69942123,3.6730952,1.4157261,.54159486,59.047848,6.6657,1,10,207.3287554216739,0,58,3,0,0,0,0,0,0,0,0,0,0,0
Harrisonburg city,Virginia,51660,1.1538448,-1.169588,3.552743,1.3964329,.857261,27.646482,,1,6,162.892000133563,0,46,3,0,0,0,0,0,0,0,0,0,0,0
Hopewell city,Virginia,51670,-.22735985,-1.2745885,3.6201131,1.3999954,.5721485,46.859367,,1,13,177.8084860612102,0,16,3,0,0,0,0,0,0,0,0,0,0,0
Lexington city,Virginia,51678,1.2250432,-1.9474607,3.6182585,1.4011259,.98005456,17.537632,,0,0,200.4732445980583,0,4,3,0,0,0,0,0,0,0,0,0,0,0
Lynchburg city,Virginia,51680,.78584927,-.46212488,3.6009212,1.3931347,1.2323383,37.044781,,1,9,231.1056950323288,0,73,3,0,0,0,0,0,0,0,0,0,0,0
Manassas city,Virginia,51683,1.3145599,-1.1918962,3.6961057,1.4085176,.30031148,52.423256,,1,0,38.83527816397858,0,32,3,0,0,0,0,0,0,0,0,0,0,0
Manassas Park city,Virginia,51685,.90927035,-1.229548,3.8467422,1.4052933,-.98350096,57.472153,,1,0,36.12420013458257,0,13,3,0,0,0,0,0,0,0,0,0,0,0
Martinsville city,Virginia,51690,-.25881007,-1.2433189,3.4892507,1.4082222,1.3940437,51.472397,,0,0,189.425378420184,0,22,3,0,0,0,0,0,0,0,0,0,0,0
Newport News city,Virginia,51700,1.2135061,-1.1993448,3.6864913,1.4052964,.39414394,53.987682,12.3228,1,10,191.6977756590947,0,86,3,0,0,0,0,0,0,0,0,0,0,0
Norfolk city,Virginia,51710,1.1364194,-1.3596153,3.7120051,1.4036635,.32887095,55.740662,21.628031,1,15,224.5516124947824,2,126,3,0,0,0,2,0,0,0,0,0,0,1
Norton city,Virginia,51720,-.17050245,-1.3666023,3.6302698,1.3900985,1.8575432,12.127337,,0,0,177.7376418032372,0,7,3,0,0,0,0,0,0,0,0,0,0,0
Petersburg city,Virginia,51730,.052636307,-.53930676,3.6272075,1.4088683,1.3802495,84.8797,,1,5,187.0615769030164,0,32,3,0,0,0,0,0,0,0,0,0,0,0
Poquoson city,Virginia,51735,1.5037296,-1.8481652,3.891495,1.4165809,-.77477926,6.1893005,,1,0,201.7058478691517,0,0,3,0,0,0,0,0,0,0,0,0,0,0
Portsmouth city,Virginia,51740,.79922855,-1.0080483,3.6730268,1.4175317,.46188417,59.673416,5.8866801,1,6,227.5833613472904,0,44,3,0,0,0,0,0,0,0,0,0,0,0
Radford city,Virginia,51750,1.192716,-1.2637734,3.5481572,1.3941638,.20254605,14.218673,,1,3,165.7772131491858,0,14,3,0,0,0,0,0,0,0,0,0,0,0
Richmond city,Virginia,51760,1.4134848,-1.1243213,3.6909525,1.3959725,.79504985,60.916977,22.575624,1,13,149.0155933004344,0,183,3,0,0,0,0,0,0,0,0,0,0,0
Roanoke city,Virginia,51770,.5798763,-2.0385308,3.6577644,1.4020983,.34773055,38.121445,7.0989742,1,12,184.1653950430813,0,90,3,0,0,0,0,0,0,0,0,0,0,0
Salem city,Virginia,51775,1.0493872,-1.3463058,3.5167923,1.3964469,.89612561,12.696557,,1,4,179.3633184523622,0,53,3,0,0,0,0,0,0,0,0,0,0,0
Staunton city,Virginia,51790,.84395534,-1.1537396,3.6085539,1.3961276,.86840504,17.527163,,1,1,188.7200675715484,0,18,3,0,0,0,0,0,0,0,0,0,0,0
Suffolk city,Virginia,51800,1.246684,-.76082641,-.60766011,1.4022992,-1.2878164,49.123367,3.67156,1,2,225.707936830274,0,45,3,0,0,0,0,0,0,0,0,0,0,0
Virginia Beach city,Virginia,51810,2.1184287,-.87214112,.0091998791,1.4176698,-.70779467,35.508247,22.325354,1,10,228.4894721325471,1,200,3,0,0,0,1,0,0,0,0,0,0,1
Waynesboro city,Virginia,51820,.17500435,-.92948967,3.5440989,1.4029742,.76478201,20.479862,,1,2,181.9161291565097,0,26,3,0,0,0,0,0,0,0,0,0,0,0
Williamsburg city,Virginia,51830,2.140933,-1.3376181,3.7470899,1.4139732,.77591997,29.257891,,1,0,179.2479402610628,0,6,3,0,0,0,0,0,0,0,0,0,0,0
Winchester city,Virginia,51840,1.4165224,-1.4504255,3.5471683,1.4019922,1.1612364,30.981186,,1,2,100.3856464303306,0,21,3,0,0,0,0,0,0,0,0,0,0,0
Adams County,Washington,53001,-.81938142,-1.7345911,-1.0502675,1.3881701,-.95547146,61.223835,.72868401,0,6,238.299291125679,0,13,10,0,0,0,0,0,0,0,0,0,0,0
Asotin County,Washington,53003,.2175528,.63094091,.43159497,1.385619,.98490214,7.385654,.61813402,1,1,270.5054514620014,0,25,10,0,0,0,0,0,0,0,0,0,0,0
Benton County,Washington,53005,1.0452535,-.53220159,-1.0774449,1.3944179,-.78482556,25.539885,11.194529,1,20,216.5660094991317,1,144,10,0,0,1,0,0,0,0,0,0,0,1
Chelan County,Washington,53007,.76237696,-.39870128,.19090122,1.403565,.50632381,29.33074,4.4625659,1,10,90.7776222841814,2,112,10,0,0,0,1,0,1,0,0,0,0,1
Clallam County,Washington,53009,.86496907,.22168832,1.4547114,1.4148171,.92519891,15.410902,2.449235,0,8,54.61825237964448,0,62,10,0,0,0,0,0,0,0,0,0,0,0
Clark County,Washington,53011,1.5748599,.30023745,.051346216,1.4058115,-.21330419,18.236189,20.074347,1,24,10.76495377863151,1,429,10,0,0,1,0,0,0,0,0,0,0,1
Columbia County,Washington,53013,-.39188334,-1.5253024,-.019395184,1.3854319,.31880185,10.519863,.35159501,1,0,287.1129075682815,0,5,10,0,0,0,0,0,0,0,0,0,0,0
Cowlitz County,Washington,53015,.3320564,1.4664117,.60733014,1.3972629,1.0279526,14.241773,4.7000508,1,37,38.03937384211263,1,131,10,0,0,0,1,0,0,0,0,0,0,1
Douglas County,Washington,53017,.10260337,-1.2025074,-.45880046,1.3999196,-.8743425,32.164139,1.891431,1,4,153.4776752997939,0,22,10,0,0,0,0,0,0,0,0,0,0,0
Ferry County,Washington,53019,-.73115057,.19069892,1.0703025,1.387253,1.1631138,25.016556,.17713501,0,0,265.5204264702873,0,6,10,0,0,0,0,0,0,0,0,0,0,0
Franklin County,Washington,53021,-.27624065,1.6505359,-1.3011293,1.3819093,.25214717,56.751919,3.493691,1,10,242.2556630253297,0,49,10,0,0,0,0,0,0,0,0,0,0,0
Garfield County,Washington,53023,-.65178031,-.063103862,.0047348659,1.3838807,.9968608,7.2374225,.133517,0,0,283.3840567262692,0,0,10,0,0,0,0,0,0,0,0,0,0,0
Grant County,Washington,53025,-.27260834,.59234077,-1.1192492,1.3919066,.11351424,42.69973,5.7487102,0,25,179.429245028055,0,76,10,0,0,0,0,0,0,0,0,0,0,0
Grays Harbor County,Washington,53027,-.095808752,.43847486,.85749966,1.4108833,.91761768,18.565325,2.441663,0,15,87.89322849470973,0,70,10,0,0,0,0,0,0,0,0,0,0,0
Island County,Washington,53029,1.4624778,-.16437615,.34969097,1.4062288,-.11566844,16.937559,3.3269861,0,3,32.76035606429084,0,61,10,0,0,0,0,0,0,0,0,0,0,0
Jefferson County,Washington,53031,1.492041,.079306468,1.9594828,1.4101795,1.183221,10.682244,1.009763,0,9,34.46145137190528,0,66,10,0,0,0,0,0,0,0,0,0,0,0
King County,Washington,53033,3.591949,.11028661,1.3463066,1.3978142,.33624056,35.207733,277.2847,1,265,0,11,2079,10,1,2,1,1,2,0,1,1,1,1,.63636363
Kitsap County,Washington,53035,1.7464061,-.82372785,.45936003,1.4040654,-.52565056,20.860661,11.97257,1,21,11.48108005453333,0,150,10,0,0,0,0,0,0,0,0,0,0,0
Kittitas County,Washington,53037,1.2750205,-.39101952,.7697944,1.397691,.38164926,13.933764,1.652765,0,9,70.87705948222906,0,38,10,0,0,0,0,0,0,0,0,0,0,0
Klickitat County,Washington,53039,.20917188,.10022295,.0043551531,1.4011869,.46619222,16.222069,1.3122669,0,0,88.55093077713313,0,37,10,0,0,0,0,0,0,0,0,0,0,0
Lewis County,Washington,53041,.074640416,.31897756,.86947638,1.3987609,.87404788,14.013651,3.0961339,0,15,93.55934288670011,1,90,10,1,0,0,0,0,0,0,0,0,0,1
Lincoln County,Washington,53043,.1903269,-.24226813,-.44888288,1.3878598,.33761197,6.4238415,.382635,0,6,253.9154932203715,0,7,10,0,0,0,0,0,0,0,0,0,0,0
Mason County,Washington,53045,.15995203,.66755766,1.4660194,1.4071908,.58637196,17.051352,1.526522,0,3,36.84912708140959,2,53,10,0,0,0,0,1,1,0,0,0,0,1
Okanogan County,Washington,53047,-.18770672,-.24313734,.24133481,1.3965657,.70827031,31.682878,1.499877,0,13,153.0234261343473,0,31,10,0,0,0,0,0,0,0,0,0,0,0
Pacific County,Washington,53049,-.17328259,1.1917534,.98950815,1.4075134,2.0143151,15.396749,.69700199,0,3,109.5404446148635,3,27,10,0,0,0,0,1,0,1,0,1,0,.33333334
Pend Oreille County,Washington,53051,-.19208311,.42714885,1.3278332,1.3808401,.86167085,10.183832,.58046401,1,1,368.6754539956738,0,11,10,0,0,0,0,0,0,0,0,0,0,0
Pierce County,Washington,53053,1.5815104,.58433497,1.1965499,1.3986733,.28445092,29.68531,41.118782,1,136,28.12663049291674,5,530,10,0,0,0,2,2,0,1,0,0,0,.80000001
San Juan County,Washington,53055,2.1921768,-.42391467,.67566067,1.4028336,1.2460736,9.7723379,.75995499,0,0,96.10836396494152,0,35,10,0,0,0,0,0,0,0,0,0,0,0
Skagit County,Washington,53057,1.1004078,.48741484,-.29393291,1.3940811,.38329852,23.27354,6.5370049,1,45,75.93176134926895,1,182,10,0,0,0,0,0,1,0,0,0,0,1
Skamania County,Washington,53059,.61193711,-.15323699,1.9711895,1.4000742,.23382667,10.374119,.27616,1,0,34.00407155017662,0,18,10,0,0,0,0,0,0,0,0,0,0,0
Snohomish County,Washington,53061,2.2861955,.012548436,.69098371,1.394773,-.20648849,25.727182,49.789852,1,82,18.60748907285841,1,761,10,0,0,1,0,0,0,0,0,0,0,1
Spokane County,Washington,53063,1.393737,-.3347702,-.71728575,1.3870081,-.33744562,13.28294,24.438959,1,37,341.3772382247307,2,509,10,0,0,0,0,0,1,1,0,0,0,.5
Stevens County,Washington,53065,.13633384,-.59587044,.75456041,1.3872838,-.052999485,12.106315,1.0410269,1,1,300.0294103943192,0,50,10,0,0,0,0,0,0,0,0,0,0,0
Thurston County,Washington,53067,1.8659889,.55611765,.18798055,1.4045622,.2790218,21.106855,12.907242,1,17,60.10336658989539,0,157,10,0,0,0,0,0,0,0,0,0,0,0
Wahkiakum County,Washington,53069,-.38912311,-.92090315,.72225142,1.404828,.065640837,7.5414786,.084003001,0,0,83.78346784445013,0,7,10,0,0,0,0,0,0,0,0,0,0,0
Walla Walla County,Washington,53071,.59379804,.072114922,-1.1808416,1.3839115,.16920377,25.819567,3.4071159,1,7,292.4592927349767,1,126,10,0,0,1,0,0,0,0,0,0,0,1
Whatcom County,Washington,53073,1.7130333,.050445862,-.10112036,1.3970875,.094933264,18.129164,11.651236,1,40,114.2016576402416,0,341,10,0,0,0,0,0,0,0,0,0,0,0
Whitman County,Washington,53075,1.9090142,-.26356432,-.58806604,1.384394,-.072694696,17.902447,2.3645921,0,6,319.0503888698802,0,27,10,0,0,0,0,0,0,0,0,0,0,0
Yakima County,Washington,53077,-.020701246,-.052413035,-.86950177,1.3966223,-.1614556,52.298843,9.986455,1,44,92.50187036203852,0,250,10,0,0,0,0,0,0,0,0,0,0,0
Barbour County,West Virginia,54001,-.7172336,-.36419603,1.1037176,-1.1323738,-.80111444,3.5204048,.386989,0,1,148.5361629010837,0,8,3,0,0,0,0,0,0,0,0,0,0,0
Berkeley County,West Virginia,54003,.67187965,-.36990035,-.84827095,-1.1259961,-1.4964215,14.198083,3.797899,1,16,93.53362437040987,0,50,3,0,0,0,0,0,0,0,0,0,0,0
Boone County,West Virginia,54005,-.74880999,-1.5135795,2.0928669,-1.00447,-1.0673325,1.6606439,.66973299,1,8,15.3475566261653,0,0,3,0,0,0,0,0,0,0,0,0,0,0
